accession	locus	organism	mol_type	strain	country	location	continent	collection_date.y	collection_date.m	collection_date.d	host	isolation_source	isolate	length	N	M	F	HN	L	NP	P	D
MT489437.1	MT489437	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	1	NA	Homo sapiens	pharyngeal swab	HD1065	438	0	0	0	25.47993019	0	0	0	0
MT489438.1	MT489438	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	1	NA	Homo sapiens	pharyngeal swab	HD1420	438	0	0	0	25.47993019	0	0	0	0
MT489439.1	MT489439	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	1	NA	Homo sapiens	pharyngeal swab	HD1703	438	0	0	0	25.47993019	0	0	0	0
MT489440.1	MT489440	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	1	NA	Homo sapiens	pharyngeal swab	HD3051	438	0	0	0	25.47993019	0	0	0	0
MT489441.1	MT489441	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	6	NA	Homo sapiens	pharyngeal swab	HD17722	438	0	0	0	25.47993019	0	0	0	0
MT489442.1	MT489442	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	5	NA	Homo sapiens	pharyngeal swab	HD18897	438	0	0	0	25.47993019	0	0	0	0
MT489443.1	MT489443	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	5	NA	Homo sapiens	pharyngeal swab	HD18898	438	0	0	0	25.47993019	0	0	0	0
MT489444.1	MT489444	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	5	NA	Homo sapiens	pharyngeal swab	HD19018	438	0	0	0	25.47993019	0	0	0	0
MT489445.1	MT489445	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	5	NA	Homo sapiens	pharyngeal swab	HD20167	438	0	0	0	25.47993019	0	0	0	0
MT489446.1	MT489446	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	5	NA	Homo sapiens	pharyngeal swab	HD20242	438	0	0	0	25.47993019	0	0	0	0
MT489447.1	MT489447	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	5	NA	Homo sapiens	pharyngeal swab	HD20452	438	0	0	0	25.47993019	0	0	0	0
MT489448.1	MT489448	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	5	NA	Homo sapiens	pharyngeal swab	HD20551	438	0	0	0	25.47993019	0	0	0	0
MT489449.1	MT489449	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	6	NA	Homo sapiens	pharyngeal swab	HD21019	438	0	0	0	25.47993019	0	0	0	0
MT489450.1	MT489450	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	6	NA	Homo sapiens	pharyngeal swab	HD21163	438	0	0	0	25.47993019	0	0	0	0
MT489451.1	MT489451	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	6	NA	Homo sapiens	pharyngeal swab	HD21507	438	0	0	0	25.47993019	0	0	0	0
MT489452.1	MT489452	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	6	NA	Homo sapiens	pharyngeal swab	HD21510	438	0	0	0	25.47993019	0	0	0	0
MT489453.1	MT489453	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	6	NA	Homo sapiens	pharyngeal swab	HD22347	438	0	0	0	25.47993019	0	0	0	0
MT489454.1	MT489454	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	6	NA	Homo sapiens	pharyngeal swab	HD24266	438	0	0	0	25.47993019	0	0	0	0
MT489455.1	MT489455	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	6	NA	Homo sapiens	pharyngeal swab	HD22614	438	0	0	0	25.47993019	0	0	0	0
MT489456.1	MT489456	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2016	6	NA	Homo sapiens	pharyngeal swab	HD22913	438	0	0	0	25.47993019	0	0	0	0
MT489457.1	MT489457	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2014	5	NA	Homo sapiens	pharyngeal swab	HD19166	438	0	0	0	25.47993019	0	0	0	0
MT489458.1	MT489458	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2014	8	NA	Homo sapiens	pharyngeal swab	HD27503	438	0	0	0	25.47993019	0	0	0	0
MT489459.1	MT489459	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2014	9	NA	Homo sapiens	pharyngeal swab	HD31865	438	0	0	0	25.47993019	0	0	0	0
MT489460.1	MT489460	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2014	10	NA	Homo sapiens	pharyngeal swab	HD35084	438	0	0	0	25.47993019	0	0	0	0
MT489461.1	MT489461	Human respirovirus 3	viral cRNA	NA	Germany	Heidelberg	Europe	2015	12	NA	Homo sapiens	pharyngeal swab	HD47722	246	0	0	0	14.31064572	0	0	0	0
MW052041.1	MW052041	Human respirovirus 3	viral cRNA	2019_0412	USA	NA	NorthAm	2019	NA	NA	Homo sapiens	NA	HPIV3/Seattle/USA/SC0412/2019	15380	100	100	100	100	100	100	100	100
MW052043.1	MW052043	Human respirovirus 3	viral cRNA	2019_2273	USA	NA	NorthAm	2019	NA	NA	Homo sapiens	NA	HPIV3/Seattle/USA/SC2273/2019	15380	100	100	100	100	100	100	100	100
MW052044.1	MW052044	Human respirovirus 3	viral cRNA	2019_2318	USA	NA	NorthAm	2019	NA	NA	Homo sapiens	NA	HPIV3/Seattle/USA/SC2318/2019	15354	100	100	100	100	100	99.87080103	100	100
MW052045.1	MW052045	Human respirovirus 3	viral cRNA	2019_2960	USA	NA	NorthAm	2019	NA	NA	Homo sapiens	NA	HPIV3/Seattle/USA/SC2960/2019	15404	100	100	100	100	100	99.87080103	100	100
MW575646.1	MW575646	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2012	NA	NA	Homo sapiens	pharyngeal swab	PUMCH12726/2012	1719	0	0	0	100	0	0	0	0
MW575647.1	MW575647	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2012	NA	NA	Homo sapiens	pharyngeal swab	PUMCH12885/2012	1719	0	0	0	100	0	0	0	0
MW575648.1	MW575648	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2017	NA	NA	Homo sapiens	deep sputum	HB16067d9/2017	1719	0	0	0	100	0	0	0	0
MW575649.1	MW575649	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2017	NA	NA	Homo sapiens	deep sputum	WH17001d3/2017	1719	0	0	0	100	0	0	0	0
MW575650.1	MW575650	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2017	NA	NA	Homo sapiens	deep sputum	XA17013d1/2017	1719	0	0	0	100	0	0	0	0
MW575651.1	MW575651	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2017	NA	NA	Homo sapiens	deep sputum	CD17001d7/2017	1719	0	0	0	100	0	0	0	0
MW575652.1	MW575652	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2017	NA	NA	Homo sapiens	deep sputum	CD17004d3/2017	1719	0	0	0	100	0	0	0	0
MW575653.1	MW575653	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2014	NA	NA	Homo sapiens	nasopharyngeal swab	BCH4100A/2014	15264	100	100	100	100	100	100	100	100
MW575654.1	MW575654	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2014	NA	NA	Homo sapiens	nasopharyngeal swab	BCH4102A/2014	15285	100	100	100	100	100	99.87080103	100	100
MW575655.1	MW575655	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2014	NA	NA	Homo sapiens	nasopharyngeal swab	BCH4210A/2014	15251	100	100	100	100	100	100	100	100
MW575656.1	MW575656	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2012	NA	NA	Homo sapiens	pharyngeal swab	PUMCH12693/2012	15315	100	100	100	100	100	100	100	100
MW575657.1	MW575657	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2014	NA	NA	Homo sapiens	pharyngeal swab	PUMCH13988/2014	15256	100	100	100	100	100	100	100	100
MW575658.1	MW575658	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2014	NA	NA	Homo sapiens	pharyngeal swab	PUMCH14028/2014	15327	100	100	100	100	100	100	100	100
MW575659.1	MW575659	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2012	NA	NA	Homo sapiens	nasopharyngeal swab	BCH3297A/2012	15280	100	100	100	100	100	100	100	100
MW575660.1	MW575660	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2014	NA	NA	Homo sapiens	nasopharyngeal swab	BCH4138A/2014	15207	100	100	100	100	99.42452413	99.87080103	100	100
MW575661.1	MW575661	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2012	NA	NA	Homo sapiens	nasopharyngeal swab	BCH3242A/2012	15193	100	100	100	100	99.33598938	100	100	100
MW575662.1	MW575662	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2014	NA	NA	Homo sapiens	pharyngeal swab	BCH4066A/2014	8826	100	100	100	100	5.37110816	99.87080103	43.26710817	11.42857143
MW575663.1	MW575663	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2014	NA	NA	Homo sapiens	pharyngeal swab	PUMCH13961/2014	13175	0	9.792843691	17.34567901	100	60.34019696	0	78.69757174	65.53571429
MW575664.1	MW575664	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2012	NA	NA	Homo sapiens	nasopharyngeal swab	BCH3283A/2012	3026	0	0	48.58024691	100	5.312084993	0	0	0
MW587046.1	MW587046	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2017	2	NA	Homo sapiens	NA	S0706WAY	15428	100	100	100	100	100	100	100	100
MW587047.1	MW587047	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2017	2	NA	Homo sapiens	NA	S0742LY	15428	100	100	100	100	100	100	100	100
MW587048.1	MW587048	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2017	2	NA	Homo sapiens	NA	S0659WML	15414	100	100	100	100	100	100	100	100
MW587049.1	MW587049	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2017	2	NA	Homo sapiens	NA	S0662XLR	15413	100	100	100	100	100	100	100	100
MW587050.1	MW587050	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2017	2	NA	Homo sapiens	NA	S0939LX	15414	100	100	100	100	100	99.87080103	100	100
MW645230.1	MW645230	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2016	5	9	Homo sapiens	swab	GER/4185/15-16	1677	0	0	0	97.55671902	0	0	0	0
MW645231.1	MW645231	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2016	12	5	Homo sapiens	swab	GER/0970/16-17	1677	0	0	0	97.55671902	0	0	0	0
MW645232.1	MW645232	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2016	12	8	Homo sapiens	pharyngeal swab	GER/1001/16-17	1677	0	0	0	97.55671902	0	0	0	0
MW645233.1	MW645233	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	1	2	Homo sapiens	nasal swab	GER/1623/16-17	1677	0	0	0	97.55671902	0	0	0	0
MW645234.1	MW645234	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	1	9	Homo sapiens	nasal swab	GER/1863/16-17	1677	0	0	0	97.55671902	0	0	0	0
MW645235.1	MW645235	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	1	30	Homo sapiens	nasal swab	GER/2665/16-17	1677	0	0	0	97.55671902	0	0	0	0
MW645236.1	MW645236	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	4	3	Homo sapiens	swab	GER/4793/16-17	1677	0	0	0	97.55671902	0	0	0	0
MW645237.1	MW645237	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	6	18	Homo sapiens	nasal swab	GER/6405/17-18	1677	0	0	0	97.55671902	0	0	0	0
MW654252.1	MW654252	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	4	8	Homo sapiens	nasal swab	GER/3284/13-14	1719	0	0	0	100	0	0	0	0
MW654253.1	MW654253	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	9	4	Homo sapiens	nasal swab	GER/5669/16-17	1719	0	0	0	100	0	0	0	0
MW654254.1	MW654254	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2012	11	19	Homo sapiens	nasal swab	GER/0389/12-13	1719	0	0	0	100	0	0	0	0
MW654255.1	MW654255	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2013	2	18	Homo sapiens	nasal swab	GER/3420/12-13	1719	0	0	0	100	0	0	0	0
MW654256.1	MW654256	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2013	2	19	Homo sapiens	nasal swab	GER/3598/12-13	1719	0	0	0	100	0	0	0	0
MW654257.1	MW654257	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2013	11	25	Homo sapiens	nasal swab	GER/0549/13-14	1719	0	0	0	100	0	0	0	0
MW654258.1	MW654258	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2013	12	16	Homo sapiens	nasal swab	GER/0882/13-14	1719	0	0	0	100	0	0	0	0
MW654259.1	MW654259	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	2	27	Homo sapiens	nasal swab	GER/2346/13-14	1719	0	0	0	100	0	0	0	0
MW654260.1	MW654260	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	3	24	Homo sapiens	nasal swab	GER/3008/13-14	1719	0	0	0	100	0	0	0	0
MW654261.1	MW654261	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	4	14	Homo sapiens	nasal swab	GER/3336/13-14	1719	0	0	0	100	0	0	0	0
MW654262.1	MW654262	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	5	5	Homo sapiens	nasal swab	GER/3505/13-14	1719	0	0	0	100	0	0	0	0
MW654263.1	MW654263	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	5	15	Homo sapiens	nasal swab	GER/3569/13-14	1719	0	0	0	100	0	0	0	0
MW654264.1	MW654264	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	5	19	Homo sapiens	nasal swab	GER/3629/13-14	1719	0	0	0	100	0	0	0	0
MW654265.1	MW654265	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	5	26	Homo sapiens	nasal swab	GER/3650/13-14	1719	0	0	0	100	0	0	0	0
MW654266.1	MW654266	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	6	16	Homo sapiens	nasal swab	GER/3762/13-14	1719	0	0	0	100	0	0	0	0
MW654267.1	MW654267	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	7	2	Homo sapiens	nasal swab	GER/3840/13-14	1719	0	0	0	100	0	0	0	0
MW654268.1	MW654268	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	8	25	Homo sapiens	nasal swab	GER/4020/13-14	1719	0	0	0	100	0	0	0	0
MW654269.1	MW654269	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	10	6	Homo sapiens	nasal swab	GER/0055/14-15	1719	0	0	0	100	0	0	0	0
MW654270.1	MW654270	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	10	14	Homo sapiens	nasal swab	GER/0141/14-15	1719	0	0	0	100	0	0	0	0
MW654271.1	MW654271	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	10	14	Homo sapiens	nasal swab	GER/0161/14-15	1719	0	0	0	100	0	0	0	0
MW654272.1	MW654272	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	10	23	Homo sapiens	nasal swab	GER/0239/14-15	1719	0	0	0	100	0	0	0	0
MW654273.1	MW654273	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	11	5	Homo sapiens	nasal swab	GER/0372/14-15	1719	0	0	0	100	0	0	0	0
MW654274.1	MW654274	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	11	3	Homo sapiens	nasopharyngeal swab	GER/0399/14-15	1719	0	0	0	100	0	0	0	0
MW654275.1	MW654275	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	11	10	Homo sapiens	nasal swab	GER/0437/14-15	1719	0	0	0	100	0	0	0	0
MW654276.1	MW654276	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	11	11	Homo sapiens	nasal swab	GER/0454/14-15	1719	0	0	0	100	0	0	0	0
MW654277.1	MW654277	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	11	18	Homo sapiens	nasal swab	GER/0554/14-15	1719	0	0	0	100	0	0	0	0
MW654278.1	MW654278	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	11	19	Homo sapiens	nasal swab	GER/0584/14-15	1719	0	0	0	100	0	0	0	0
MW654279.1	MW654279	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	11	21	Homo sapiens	pharyngeal swab	GER/0598/14-15	1719	0	0	0	100	0	0	0	0
MW654280.1	MW654280	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	11	21	Homo sapiens	nasal swab	GER/0605/14-15	1719	0	0	0	100	0	0	0	0
MW654281.1	MW654281	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	11	19	Homo sapiens	nasal swab	GER/0608/14-15	1719	0	0	0	100	0	0	0	0
MW654282.1	MW654282	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	12	5	Homo sapiens	nasal swab	GER/0922/14-15	1719	0	0	0	100	0	0	0	0
MW654283.1	MW654283	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	1	5	Homo sapiens	nasal swab	GER/1461/14-15	1719	0	0	0	100	0	0	0	0
MW654284.1	MW654284	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	3	12	Homo sapiens	pharyngeal swab	GER/4324/14-15	1719	0	0	0	100	0	0	0	0
MW654285.1	MW654285	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	3	16	Homo sapiens	nasal swab	GER/4412/14-15	1719	0	0	0	100	0	0	0	0
MW654286.1	MW654286	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	3	23	Homo sapiens	nasal swab	GER/4566/14-15	1719	0	0	0	100	0	0	0	0
MW654287.1	MW654287	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	3	23	Homo sapiens	nasal swab	GER/4568/14-15	1719	0	0	0	100	0	0	0	0
MW654288.1	MW654288	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	4	13	Homo sapiens	nasal swab	GER/4967/14-15	1719	0	0	0	100	0	0	0	0
MW654289.1	MW654289	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	4	11	Homo sapiens	nasopharyngeal swab	GER/4993/14-15	1719	0	0	0	100	0	0	0	0
MW654290.1	MW654290	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	5	4	Homo sapiens	nasal swab	GER/5069/14-15	1719	0	0	0	100	0	0	0	0
MW654291.1	MW654291	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	5	5	Homo sapiens	nasal swab	GER/5077/14-15	1719	0	0	0	100	0	0	0	0
MW654292.1	MW654292	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	5	5	Homo sapiens	nasal swab	GER/5078/14-15	1719	0	0	0	100	0	0	0	0
MW654293.1	MW654293	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	9	7	Homo sapiens	nasal swab	GER/5339/14-15	1719	0	0	0	100	0	0	0	0
MW654294.1	MW654294	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	10	13	Homo sapiens	pharyngeal swab	GER/0145/15-16	1719	0	0	0	100	0	0	0	0
MW654295.1	MW654295	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	11	5	Homo sapiens	nasal swab	GER/0349/15-16	1719	0	0	0	100	0	0	0	0
MW654296.1	MW654296	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	11	9	Homo sapiens	nasal swab	GER/0357/15-16	1719	0	0	0	100	0	0	0	0
MW654297.1	MW654297	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	11	9	Homo sapiens	nasal swab	GER/0358/15-16	1719	0	0	0	100	0	0	0	0
MW654298.1	MW654298	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	11	9	Homo sapiens	nasal swab	GER/0384/15-16	1719	0	0	0	100	0	0	0	0
MW654299.1	MW654299	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	11	13	Homo sapiens	nasal swab	GER/0456/15-16	1719	0	0	0	100	0	0	0	0
MW654300.1	MW654300	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2016	4	4	Homo sapiens	nasal swab	GER/3794/15-16	1719	0	0	0	100	0	0	0	0
MW654301.1	MW654301	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2016	5	9	Homo sapiens	nasal swab	GER/4173/15-16	1719	0	0	0	100	0	0	0	0
MW654302.1	MW654302	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2016	6	13	Homo sapiens	nasal swab	GER/4310/15-16	1719	0	0	0	100	0	0	0	0
MW654303.1	MW654303	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2016	12	2	Homo sapiens	nasal swab	GER/0844/16-17	1719	0	0	0	100	0	0	0	0
MW654304.1	MW654304	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2016	11	30	Homo sapiens	nasal swab	GER/0848/16-17	1719	0	0	0	100	0	0	0	0
MW654305.1	MW654305	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2016	12	7	Homo sapiens	nasal swab	GER/0975/16-17	1719	0	0	0	100	0	0	0	0
MW654306.1	MW654306	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	1	16	Homo sapiens	nasal swab	GER/1936/16-17	1719	0	0	0	100	0	0	0	0
MW654307.1	MW654307	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	1	26	Homo sapiens	nasal swab	GER/2521/16-17	1719	0	0	0	100	0	0	0	0
MW654308.1	MW654308	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	2	6	Homo sapiens	nasal swab	GER/2911/16-17	1719	0	0	0	100	0	0	0	0
MW654309.1	MW654309	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	2	6	Homo sapiens	nasal swab	GER/2951/16-17	1719	0	0	0	100	0	0	0	0
MW654310.1	MW654310	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	2	7	Homo sapiens	swab	GER/3168/16-17	1719	0	0	0	100	0	0	0	0
MW654311.1	MW654311	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	2	27	Homo sapiens	nasal swab	GER/4118/16-17	1719	0	0	0	100	0	0	0	0
MW654312.1	MW654312	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	3	22	Homo sapiens	pharyngeal swab	GER/4589/16-17	1719	0	0	0	100	0	0	0	0
MW654313.1	MW654313	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	4	5	Homo sapiens	nasal swab	GER/4755/16-17	1719	0	0	0	100	0	0	0	0
MW654314.1	MW654314	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	4	12	Homo sapiens	pharyngeal swab	GER/4844/16-17	1719	0	0	0	100	0	0	0	0
MW654315.1	MW654315	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	4	10	Homo sapiens	nasal swab	GER/4845/16-17	1719	0	0	0	100	0	0	0	0
MW654316.1	MW654316	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	4	28	Homo sapiens	nasal swab	GER/4954/16-17	1719	0	0	0	100	0	0	0	0
MW654317.1	MW654317	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	5	16	Homo sapiens	nasal swab	GER/5101/16-17	1719	0	0	0	100	0	0	0	0
MW654318.1	MW654318	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	5	15	Homo sapiens	nasal swab	GER/5103/16-17	1719	0	0	0	100	0	0	0	0
MW654319.1	MW654319	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	5	19	Homo sapiens	swab	GER/5113/16-17	1719	0	0	0	100	0	0	0	0
MW654320.1	MW654320	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	6	2	Homo sapiens	nasal swab	GER/5195/16-17	1719	0	0	0	100	0	0	0	0
MW654321.1	MW654321	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	6	8	Homo sapiens	pharyngeal swab	GER/5214/16-17	1719	0	0	0	100	0	0	0	0
MW654322.1	MW654322	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	6	12	Homo sapiens	nasal swab	GER/5250/16-17	1719	0	0	0	100	0	0	0	0
MW654323.1	MW654323	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	6	19	Homo sapiens	nasal swab	GER/5300/16-17	1719	0	0	0	100	0	0	0	0
MW654324.1	MW654324	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	9	28	Homo sapiens	nasal swab	GER/0003/17-18	1719	0	0	0	100	0	0	0	0
MW654325.1	MW654325	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	10	20	Homo sapiens	nasal swab	GER/0260/17-18	1719	0	0	0	100	0	0	0	0
MW654326.1	MW654326	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	10	27	Homo sapiens	pharyngeal swab	GER/0385/17-18	1719	0	0	0	100	0	0	0	0
MW654327.1	MW654327	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	11	3	Homo sapiens	nasal swab	GER/0440/17-18	1719	0	0	0	100	0	0	0	0
MW654328.1	MW654328	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	11	8	Homo sapiens	nasal swab	GER/0561/17-18	1719	0	0	0	100	0	0	0	0
MW654329.1	MW654329	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	11	13	Homo sapiens	nasal swab	GER/0622/17-18	1719	0	0	0	100	0	0	0	0
MW654330.1	MW654330	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	12	11	Homo sapiens	nasal swab	GER/1221/17-18	1719	0	0	0	100	0	0	0	0
MW654331.1	MW654331	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2017	12	18	Homo sapiens	pharyngeal swab	GER/1341/17-18	1719	0	0	0	100	0	0	0	0
MW654332.1	MW654332	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	1	30	Homo sapiens	nasal swab	GER/1692/17-18	1719	0	0	0	100	0	0	0	0
MW654333.1	MW654333	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	2	5	Homo sapiens	nasal swab	GER/2905/17-18	1719	0	0	0	100	0	0	0	0
MW654334.1	MW654334	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	3	7	Homo sapiens	nasal swab	GER/4982/17-18	1719	0	0	0	100	0	0	0	0
MW654335.1	MW654335	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	3	19	Homo sapiens	nasal swab	GER/5332/17-18	1719	0	0	0	100	0	0	0	0
